saleyear,salemonth,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community,lotsize,numfireplaces
2013,11,362341.2900469885,2293,3,3,1.5,1939,Diamond Lake,Nokomis,7245,2
2013,7,419559.0210390726,3041,3,3,2,1918,Tangletown,Southwest,6300,1
2008,1,279485.32807978353,2180,4,2,1.5,1926,Bancroft,Powderhorn,4868,1
2012,11,209604.85018313595,1668,3,1,1.7,1923,Longfellow,Longfellow,5600,0
2015,1,686441.1472777076,3520,3,4,2.5,1900,Linden Hills,Southwest,5600,2
2007,9,490806.0437215592,2872,4,2,2,1937,Hale,Nokomis,6260,1
2011,3,189571.37092797,1776,2,2,1,1942,Wenonah,Nokomis,5120,0
2010,4,423375.79518221924,2814,4,2,2,1915,King Field,Southwest,6500,1
2007,7,223543.59041054317,1296,2,1,2,1883,Powderhorn Park,Powderhorn,3805,0
2014,11,173962.08841984445,1928,4,2,1.2,1951,Victory,Camden,4269,1
2005,10,340571.1300853843,1876,2,1,1.2,1931,Hale,Nokomis,4938,1
2007,9,513059.21446964,2430,4,4,1.5,1915,King Field,Southwest,5480,1
2007,1,494136.15812266205,1709,4,3,1.7,1920,Prospect Park - East River Road,University,5200,1
2015,5,243680.72708553972,2045,4,2,1.2,1917,Corcoran,Powderhorn,7182,0
2014,7,384296.6930247834,3032,3,2,1,1913,Keewaydin,Nokomis,6760,0
2015,9,190140.0163369797,2057,4,2,2,1947,Cleveland,Camden,5495,0
2014,2,267076.44758795487,2460,4,2,2.5,1923,Page,Nokomis,9675,1
2014,8,255153.03630085068,2052,3,3,1.7,1912,Longfellow,Longfellow,6678,0
2012,10,272696.53511081944,1698,2,1,1,1929,Fulton,Southwest,5418,1
2011,11,163431.87670852977,1558,3,2,1,1920,Minnehaha,Nokomis,7680,0
2010,1,180190.39211358788,2640,4,3,2,2009,Jordan,Near North,6024,0
2014,9,211599.00790392334,2058,2,2,1,1954,Waite Park,Northeast,12060,1
2014,5,339531.3483990241,1932,3,2,2,1949,Diamond Lake,Nokomis,6080,2
2007,6,298464.4295820184,1831,3,1,1.2,1951,Wenonah,Nokomis,5000,1
2015,12,253745.63532286626,2436,4,1,1.5,1932,Como,University,5200,1
2013,1,201936.66761337887,1492,2,1,1.2,1929,Hale,Nokomis,5205,0
2015,12,144222.94657239833,1960,3,2,1.2,1948,McKinley,Camden,5070,0
2013,5,167107.0157357057,1368,3,1,1,1923,Field,Nokomis,5662,0
2006,9,432122.1775147929,4028,3,3,1.2,1918,Prospect Park - East River Road,University,6500,2
2008,8,383747.36842105264,2064,3,1,2,1915,Lynnhurst,Southwest,5120,1
2009,8,175915.56081598555,2709,3,1,1.7,1901,Central,Powderhorn,5763,0
2015,1,341573.11488538724,2328,3,1,2.2,1910,East Harriet,Southwest,5208,1
2013,6,554591.4087203426,3120,3,3,1,1953,Linden Hills,Southwest,9909,2
2014,8,119433.33614082373,1862,3,1,1.2,1937,Cleveland,Camden,5495,0
2014,6,216274.33176945677,1552,4,2,1,1954,Northrop,Nokomis,8486,0
2015,4,250923.86653232976,1794,3,2,1.2,1951,Armatage,Southwest,5080,0
2013,1,124639.21201317341,2242,3,1,1,1963,Shingle Creek,Camden,5064,2
2006,6,214640.39643211098,2112,5,2,1,1952,Waite Park,Northeast,7670,0
2009,12,166072.50157582117,1784,3,1,1.2,1914,Corcoran,Powderhorn,4000,0
2014,3,174775.1961631671,2154,4,2,1.2,1926,Standish,Powderhorn,4880,1
2013,11,200333.9837676207,1920,4,2,1,1976,Seward,Longfellow,7296,0
2011,6,493155.520760122,3612,5,3,1,1952,Hiawatha,Longfellow,9034,2
2013,6,165786.22817440686,1408,2,1,1,1929,Minnehaha,Nokomis,5120,0
2015,11,200395.09782914666,1692,2,2,1.2,1926,Standish,Powderhorn,5418,0
2009,7,237140.54189990967,2350,3,1,1.2,1939,Minnehaha,Nokomis,7680,0
2009,9,230518.86167487412,2452,3,2,2,2001,Central,Powderhorn,5880,0
2008,7,168338.5323446689,1976,2,1,1.2,1920,Victory,Camden,5050,0
2005,11,250535.68904593642,2025,2,1,1.2,1912,King Field,Southwest,5460,0
2010,7,177723.8574481285,2120,4,2,1.2,1951,Morris Park,Nokomis,8033,0
2014,10,179172.6403571579,1536,3,1,1,1951,Columbia Park,Northeast,8003,1
2005,11,335913.04593639576,2205,4,2,1.7,1905,Powderhorn Park,Powderhorn,5074,0
2010,1,263765.5410873244,1932,3,2,1.2,1950,Armatage,Southwest,5480,0
2013,8,266983.72284284834,1656,3,1,1.2,1942,Kenny,Southwest,6376,0
2008,4,173536.07987211487,1836,2,1,1.2,1926,Cleveland,Camden,5087,0
2015,4,194823.44574171756,1604,3,2,1.5,1938,Diamond Lake,Nokomis,5280,0
2005,7,598590.8671113391,3292,4,4,2,1960,Hiawatha,Longfellow,6375,2
2014,1,148478.2564346673,2484,4,2,2.5,1912,Willard - Hay,Near North,5000,1
2015,7,655299.326986901,2880,3,3,1.5,1941,Cedar - Isles - Dean,Calhoun-Isles,5708,0
2012,6,515593.8457229875,2766,4,3,1.5,1936,Kenny,Southwest,5600,1
2012,11,264235.90156065545,2703,4,4,1.7,1900,Windom Park,Northeast,6550,0
2006,5,275370.8892200695,1944,4,2,1,1957,Regina,Nokomis,7260,0
2015,5,368240.7416002464,2588,4,2,1.5,1950,Armatage,Southwest,6784,0
2013,4,328123.6599265737,1986,2,2,1.7,1916,Lynnhurst,Southwest,5160,1
2007,3,276301.00151981605,2016,3,1,1.2,1948,Holland,Northeast,6820,0
2005,9,259250.5915492958,1456,2,1,1,1931,Minnehaha,Nokomis,5120,0
2013,10,287869.9425255382,1712,3,2,1,1920,Bryn - Mawr,Calhoun-Isles,5120,0
2013,4,122907.33702334372,2460,5,1,2.2,1914,Willard - Hay,Near North,4960,0
2015,6,430688.4627846013,2424,3,2,1.2,1951,Armatage,Southwest,6500,1
2015,7,264286.00956165924,2288,4,3,1,1974,St. Anthony East,Northeast,5160,0
2013,7,221679.93130098758,1934,3,1,1.5,1921,Standish,Powderhorn,5080,0
2009,9,238879.64940401464,1818,3,1,1.5,1900,Marcy Holmes,University,6105,1
2013,10,273636.43444359326,2241,4,1,2.5,1907,Lyndale,Powderhorn,6848,0
2006,8,284643.76840039255,2184,3,2,1,1958,Columbia Park,Northeast,6400,1
2005,6,2223182.942694889,5409,4,4,2,1908,East Isles,Calhoun-Isles,17786,3
2012,7,169070.46502471674,1600,2,1,1,1953,Cooper,Longfellow,5400,0
2014,9,808831.5078933961,3254,4,4,2,2006,Linden Hills,Southwest,5250,2
2015,7,379098.78420729813,2304,3,2,1.2,1947,Armatage,Southwest,6300,1
2010,9,569923.6284503493,3584,4,3,1,1958,Linden Hills,Southwest,8448,1
2008,7,206008.6934287906,1386,2,1,1.5,1914,Standish,Powderhorn,5080,0
2015,5,123472.15412593196,1280,2,2,1.5,1915,Folwell,Camden,5124,0
2013,1,133542.01287125723,1440,1,1,1,1921,Standish,Powderhorn,3975,0
2015,3,152852.7375665322,1837,4,1,1,1928,Shingle Creek,Camden,13760,0
2005,8,354984.5996940337,3254,4,2,1.5,1940,Willard - Hay,Near North,6552,2
2015,10,130141.2929631141,1462,2,1,1,1942,Lind - Bohanon,Camden,5124,0
2013,2,108581.00859889155,2773,4,2,1.5,1904,Hawthorne,Near North,7850,0
2011,11,149812.5536494856,1788,3,1,1.7,1909,Jordan,Near North,7626,0
2007,8,359918.415540264,2702,5,2,2,1939,Howe,Longfellow,4826,1
2013,11,295159.4703118326,1990,2,2,1.7,1900,King Field,Southwest,5240,0
2009,5,687459.661443419,2450,4,2,1,1965,Cedar - Isles - Dean,Calhoun-Isles,8265,2
2005,6,302147.8988125968,1754,3,2,1.2,1952,Armatage,Southwest,6096,0
2011,4,203642.45201768912,2379,5,3,2,1901,Cedar Riverside,University,2888,0
2009,5,290354.88165541587,2224,2,1,1.2,1923,Northrop,Nokomis,4920,0
2015,3,262111.30623453236,2514,4,2,1.7,1908,Bryant,Powderhorn,4935,0
2006,7,293276.38836865453,2016,3,2,1.2,1951,Morris Park,Nokomis,5376,0
2005,4,236926.5462054724,1860,3,1,1.2,1951,Lind - Bohanon,Camden,5482,0
2014,11,289392.84252456925,2212,3,1,1.2,1922,King Field,Southwest,5200,0
2014,1,117796.40270647038,1968,2,2,1.2,1921,Folwell,Camden,5122,1
2015,6,292911.548997084,2764,4,3,1.2,1933,Holland,Northeast,8975,0
2010,5,158522.1887799715,2080,3,1,1,1957,Shingle Creek,Camden,7650,0
2007,3,228890.26148630216,1554,2,1,1.2,1922,Morris Park,Nokomis,5120,0
2015,9,155238.49463995485,1377,2,2,1.5,1911,Lind - Bohanon,Camden,5072,0
2010,5,177862.84504579136,2092,2,1,1,1956,Victory,Camden,6410,2
2012,5,270434.90138295596,1892,4,1,2,1907,King Field,Southwest,4840,0
2007,2,286574.9121071754,2060,3,1,2.2,1900,Howe,Longfellow,5880,1
2012,3,242266.01458871455,2600,4,3,1.5,1931,Victory,Camden,4988,1
2007,9,304126.6668904372,2960,4,2,1.7,1905,Keewaydin,Nokomis,9455,0
2014,4,220243.1111186292,1998,3,1,1.2,1940,Hale,Nokomis,5205,0
2013,9,224104.54561024904,2354,4,3,1.5,1956,Morris Park,Nokomis,5120,0
2008,8,202778.94736842107,1612,2,1,1.7,1909,Whittier,Powderhorn,1756,0
2009,9,162438.16159472996,1428,2,2,1,1928,Morris Park,Nokomis,5632,0
2005,8,266895.82865884755,1750,3,1,1,1924,Columbia Park,Northeast,5412,0
2011,9,256006.91977387166,2076,2,1,2.5,1902,Lyndale,Powderhorn,5424,0
2009,3,297262.90030353656,2174,3,1,1.5,1946,Keewaydin,Nokomis,5160,0
2006,8,271992.934249264,1586,3,1,1.2,1928,Minnehaha,Nokomis,5120,1
2013,6,160831.50852889934,2301,2,2,1.2,1929,McKinley,Camden,5070,1
2014,9,263277.37001899135,1834,2,2,2,1918,Howe,Longfellow,5040,0
2005,11,154876.6077738516,1544,2,1,1,1922,Cleveland,Camden,5108,0
2007,7,167533.50192434597,899,2,1,1,1950,Lind - Bohanon,Camden,5888,0
2005,10,202011.77297840285,2465,3,1,1.5,1913,Howe,Longfellow,5040,0
2013,7,353691.5757835981,1428,2,2,1,1947,Armatage,Southwest,10217,1
2005,4,297489.2307692308,1766,2,1,1.2,1915,Standish,Powderhorn,4873,0
2015,2,306748.1367541705,3160,4,3,1.5,1960,Keewaydin,Nokomis,7680,0
2014,1,298052.29335962737,2348,3,2,2,1922,Bancroft,Powderhorn,5231,1
2010,4,135195.63207499438,2690,3,1,1,1950,Willard - Hay,Near North,4875,0
2015,6,118249.47718771169,1140,1,1,1.7,1914,Howe,Longfellow,1749,0
2010,3,148986.64568697003,2152,3,3,2,2004,Jordan,Near North,6280,0
2007,9,351105.5829141633,2280,3,1,1.2,1946,Diamond Lake,Nokomis,6105,2
2012,10,147478.7383762595,1984,2,2,1.7,1911,Webber - Camden,Camden,6400,0
2005,9,304771.8309859155,1927,3,1,1.5,1920,Como,University,5535,0
2008,6,829919.5725249813,3936,4,4,2,1954,Linden Hills,Southwest,5120,1
2005,7,268406.8219599795,1728,2,1,1.7,1916,Longfellow,Longfellow,5120,0
2005,10,323736.8156705174,2155,3,2,1,1959,Armatage,Southwest,7112,2
2015,6,2495172.4544196045,5084,4,4,2.5,1887,East Isles,Calhoun-Isles,18142,3
2015,7,159221.4893670652,1572,2,1,1,1923,Morris Park,Nokomis,5120,0
2005,5,1178585.9504132231,6528,6,4,2.5,1893,Lynnhurst,Southwest,14740,2
2013,4,230798.84554157304,1638,3,2,1,1967,Seward,Longfellow,5926,0
2013,12,174651.45983069116,2418,3,2,1.2,1941,Cleveland,Camden,5487,2
2007,2,225346.35159088462,1860,3,1,1.5,1900,St. Anthony East,Northeast,5160,0
2005,6,239588.642230253,1664,2,1,1,1920,Hiawatha,Longfellow,5120,0
2005,8,282541.44620091794,2150,3,2,1.2,1924,Bryn - Mawr,Calhoun-Isles,5100,1
2015,4,327325.2178035916,1872,2,2,1.7,1900,Seward,Longfellow,2296,0
2010,4,118474.06705519244,1906,3,1,1.2,1950,Lind - Bohanon,Camden,5150,0
2012,10,356175.0662671928,2396,3,2,1.7,1911,ECCO,Calhoun-Isles,5913,1
2005,4,288837.4186886939,2191,3,1,1.2,1947,Wenonah,Nokomis,4736,1
2015,4,229204.05381378534,2296,4,2,2.5,1907,Logan Park,Northeast,5180,0
2009,11,207698.61071471317,2254,2,1,1.2,1921,Hiawatha,Longfellow,7682,0
2013,6,360373.4973864786,3086,3,3,1.5,1948,Hale,Nokomis,6175,2
2010,12,340300.7366014732,3475,5,2,1.7,1903,Prospect Park - East River Road,University,7840,1
2006,6,364096.5486620416,2597,3,3,1.2,1937,Page,Nokomis,8067,1
2015,7,178717.99826915484,1232,2,2,1,1925,Morris Park,Nokomis,5040,0
2006,11,235998.30495049505,1456,2,2,1,1933,Hale,Nokomis,5071,0
2009,5,537259.4079484749,3558,3,4,2,1929,Field,Nokomis,7650,2
2006,12,349096.996553422,1920,2,2,1,1927,Howe,Longfellow,5248,1
2015,3,239276.2653829203,2266,3,2,1,1956,Windom,Southwest,6188,2
2009,7,241343.03251585746,2087,3,2,1.7,1916,Bancroft,Powderhorn,5656,0
2014,1,192857.3662915236,2112,2,1,1.7,1912,Powderhorn Park,Powderhorn,6396,1
2005,12,232184.7632508834,1660,3,1,1.2,1940,Minnehaha,Nokomis,5120,0
2013,7,288931.1464147703,2143,3,2,1.2,1940,Windom,Southwest,5888,1
2009,6,230467.9361236557,2353,3,2,1.2,1952,Diamond Lake,Nokomis,5280,0
2015,9,232206.39163277164,1144,4,2,1.5,1908,Seward,Longfellow,6280,0
2006,7,285906.35781172995,2288,2,2,1,1954,Wenonah,Nokomis,10240,2
2008,7,280171.8230631552,1728,2,1,2,1925,Regina,Nokomis,5418,1
2013,10,140680.02174015378,1899,2,2,1.5,1918,Webber - Camden,Camden,5064,0
2009,1,215326.76836547404,2416,3,1,1.2,1942,Cleveland,Camden,5144,2
2008,8,265263.15789473685,1743,3,1,1.2,1950,Windom Park,Northeast,9025,0
2006,4,238940.02989536626,2312,3,1,1.5,1906,Willard - Hay,Near North,5120,0
2008,1,261258.0240745803,2802,4,3,1.5,1947,Regina,Nokomis,4046,1
2007,10,284796.98264735413,2795,4,2,1.7,1907,Logan Park,Northeast,5164,0
2006,6,395934.87413280475,2618,3,3,1.2,1927,Waite Park,Northeast,6250,1
2015,5,106514.58638571145,744,2,1,1.2,1905,Jordan,Near North,6647,0
2005,10,290974.64992466103,2121,3,2,1.2,1948,Waite Park,Northeast,4960,0
2007,6,435317.6486483878,2860,5,1,2.5,1906,Whittier,Powderhorn,5337,0
2008,5,327060.1092896175,3030,4,3,1,1970,St. Anthony West,Northeast,9048,1
2011,8,153424.5849291925,1824,3,1,2,1910,Audubon Park,Northeast,4736,0
2005,6,239588.642230253,2288,3,1,1,1972,Shingle Creek,Camden,5202,0
2005,3,372516.29207664425,2325,3,2,2,2004,East Phillips,Phillips,5120,0
2005,7,301610.4258594151,2057,2,2,2.5,1906,King Field,Southwest,4830,0
2006,6,244025.68880079285,1350,3,1,1.2,1927,Morris Park,Nokomis,5120,0
2005,7,380849.3052847614,2412,3,2,1.2,1940,Waite Park,Northeast,5040,1
2006,7,287812.40019714145,2300,3,1,1,1958,Regina,Nokomis,5120,0
2011,11,478832.6998842271,4170,5,4,2,2013,Lynnhurst,Southwest,10720,3
2015,7,222043.57360713175,1976,2,2,1,1954,Longfellow,Longfellow,6816,0
2015,12,393088.8581390556,3109,4,3,2,1910,Keewaydin,Nokomis,9607,1
2012,5,188706.97161945322,2436,4,2,1.2,1950,Morris Park,Nokomis,5120,2
2014,6,285829.89575561375,3891,4,3,2,2005,Near - North,Near North,10171,1
2005,9,246411.2676056338,2450,4,3,2,2001,Hawthorne,Near North,7850,0
2015,9,238828.45329223826,1792,2,1,1.2,1921,Howe,Longfellow,5376,0
2005,5,322546.347107438,2256,3,1,1.2,1918,Bancroft,Powderhorn,4920,0
2011,7,182905.821335877,1808,2,2,1.2,1949,Diamond Lake,Nokomis,6080,0
2014,12,178429.06726715542,2040,3,1,1.2,1948,Morris Park,Nokomis,5120,0
2007,3,225938.86442461322,1586,2,1,1,1949,Corcoran,Powderhorn,4644,0
2008,1,211436.72646035798,2207,3,3,1.5,1941,Regina,Nokomis,5418,0
2006,12,269122.0482520926,1922,2,2,1.2,1924,Howe,Longfellow,5080,0
2010,9,222654.101477494,2854,3,2,2,2005,Powderhorn Park,Powderhorn,5102,0
2014,4,139559.99120388384,1584,3,2,1.2,1926,Folwell,Camden,5068,0
2006,2,252134.80441323973,2304,3,2,2.2,1914,Hawthorne,Near North,5429,0
2010,2,237318.49540456827,1676,2,2,1.7,1913,Longfellow,Longfellow,5080,0
2005,10,264169.24158714217,1728,2,1,1.2,1922,Victory,Camden,5283,0
2006,5,227981.48037754593,2040,4,2,2,1923,Hiawatha,Longfellow,5040,0
2005,11,247073.7413427562,1536,2,1,1,1949,Waite Park,Northeast,6448,0
2015,9,135589.42643727525,1728,2,1,1,1914,Cleveland,Camden,5249,0
2015,5,337236.72052016656,2366,4,1,1.2,1918,Cooper,Longfellow,5160,0
2006,8,276420.726202159,2112,3,2,1,1952,Waite Park,Northeast,13140,0
2007,4,264204.9887326133,1932,2,1,1,1929,Minnehaha,Nokomis,5120,1
2009,6,264077.8434750221,1992,3,2,1.2,1939,Windom Park,Northeast,5080,0
2007,5,436450.87180479313,2952,5,3,1.5,1953,Diamond Lake,Nokomis,7200,1
2015,2,312225.7820533521,1764,3,3,1.2,1950,Armatage,Southwest,7245,0
2010,7,248220.98756921946,1830,3,1,1.2,1921,Cooper,Longfellow,4160,0
2008,8,241566.3157894737,1890,3,1,1.5,1910,Tangletown,Southwest,9300,0
2012,4,217902.88628936195,2352,3,2,1,1954,Hale,Nokomis,6393,2
2015,3,267683.49323660036,2563,3,2,1.2,1940,Windom Park,Northeast,5418,1
2005,7,760640.3283735248,3012,4,3,2,1947,Kenny,Southwest,5760,2
2006,9,470388.9546351085,2520,4,2,2.2,1910,King Field,Southwest,5520,1
2015,3,589996.2708072008,3568,3,3,2.5,1904,ECCO,Calhoun-Isles,5446,2
2007,4,315543.39886549074,2110,3,2,2,1995,Central,Powderhorn,5856,0
2006,9,355970.01972386584,2484,3,1,1.7,1916,Windom Park,Northeast,5080,1
2005,6,228940.25813113063,1408,1,1,1.2,1917,Standish,Powderhorn,4191,0
2014,4,186443.42574893858,2468,2,2,1.2,1925,Howe,Longfellow,4788,0
2005,12,167761.3003533569,1910,2,1,1,1923,Folwell,Camden,4997,0
2014,7,212774.44020581225,1968,4,2,1.7,1900,Minnehaha,Nokomis,6450,0
2014,1,367086.4642480705,2676,4,3,1.7,1913,Field,Nokomis,4720,0
2011,10,305863.97353914,2608,2,2,2.2,1908,Seward,Longfellow,4800,0
2010,10,305925.79998630355,2642,3,2,1.2,1940,Waite Park,Northeast,8946,2
2013,9,180277.20343918062,1934,2,1,1.2,1920,Longfellow,Longfellow,5120,0
2011,2,421770.8676959684,2866,5,2,2.2,1905,CARAG,Calhoun-Isles,5913,0
2013,6,183015.16487771302,2296,3,1,1.2,1951,Armatage,Southwest,5715,0
2005,10,279708.608739327,1800,2,1,1.2,1940,Windom,Southwest,5120,1
2009,12,219452.94851090654,2096,5,2,1.5,1946,Waite Park,Northeast,5000,0
2006,1,265197.79227295535,1593,3,1,1,1924,Cleveland,Camden,5590,0
2014,9,297476.286124551,2647,3,2,1.5,1912,Howe,Longfellow,7965,0
2013,10,361795.91473408963,3140,4,2,1.5,1940,Diamond Lake,Nokomis,6350,1
2013,8,363340.82653690636,2809,6,2,2,1933,Hale,Nokomis,5138,1
2014,6,195625.02371106643,2254,1,1,1.5,1909,Longfellow,Longfellow,5080,0
2015,7,184025.381248057,2140,4,2,1,1975,Shingle Creek,Camden,4966,0
2007,7,242172.2229447551,1760,3,1,1,1916,Hiawatha,Longfellow,5200,0
2006,7,527338.3932971908,1929,2,2,2,1907,Linden Hills,Southwest,6384,0
2015,3,199943.18066244025,1695,3,2,1.7,1916,Como,University,5207,0
2015,8,736537.8750005253,3453,3,5,1.5,1951,Lynnhurst,Southwest,10320,2
2007,7,664421.2270535589,2149,3,3,1.5,1959,Lynnhurst,Southwest,10800,2
2008,2,503072.40216844477,2833,3,3,1.5,1914,King Field,Southwest,5040,1
2007,12,221920.44266830618,2304,3,2,2,2007,Jordan,Near North,6279,0
2014,5,150177.32717649144,3045,4,3,2.2,1906,Hawthorne,Near North,5369,0
2015,3,154054.58182188022,2246,3,3,1.2,1956,Victory,Camden,5062,0
2010,10,105820.42869860982,2520,4,2,2.2,1915,Hawthorne,Near North,5966,0
2015,10,211311.50189498306,2592,3,1,1.7,1904,Phillips West,Phillips,4836,0
2005,9,255489.57746478874,2189,3,1,1.2,1910,King Field,Southwest,7524,0
2012,7,178086.80456712891,1734,3,1,1.7,1900,Audubon Park,Northeast,8372,0
2014,9,230164.13378979862,2394,4,2,1.7,1930,Cleveland,Camden,5105,1
2014,8,808346.5341531206,2618,3,3,1,1986,Cedar - Isles - Dean,Calhoun-Isles,14794,2
2006,3,185266.61992989486,1864,3,1,1.5,1913,McKinley,Camden,7222,0
2013,8,311407.384689192,2088,3,1,1.7,1905,King Field,Southwest,5280,0
2012,11,342837.72037933144,2140,3,2,1.2,1940,Lynnhurst,Southwest,5120,1
2005,12,247281.97879858658,1612,4,2,1,1954,Como,University,5000,0
2012,7,285355.75484491885,1722,3,2,1.7,1911,King Field,Southwest,5040,0
2011,6,110099.83719295748,1152,2,1,1,1930,Morris Park,Nokomis,5129,0
2006,4,263347.8824115596,2328,5,2,2,1909,Jordan,Near North,5425,0
2007,7,391201.28321845055,2602,4,2,1.5,1941,Hale,Nokomis,6300,1
2013,7,217971.42808072135,2290,3,1,1.2,1917,Bryant,Powderhorn,4782,1
2005,9,389070.42253521126,2200,2,2,1,1956,Kenny,Southwest,9750,2
2007,10,282239.57168124674,1868,2,1,1.2,1926,Cooper,Longfellow,5160,1
2005,6,266209.6024780589,3096,4,1,2.5,1906,Near - North,Near North,7238,0
2006,11,357379.801980198,2652,4,2,2.5,1911,Central,Powderhorn,5098,0
2005,12,326542.3604240283,1965,3,1,1.2,1929,Minnehaha,Nokomis,5120,1
2014,9,234506.8532952665,1980,2,1,1.2,1924,Field,Nokomis,4720,0
2015,3,337281.20147811645,2692,3,2,2,1922,Lynnhurst,Southwest,6750,1
2014,9,648693.7261292674,3933,4,3,2,1936,Tangletown,Southwest,11812,2
2005,12,345218.6572438163,2146,3,2,1.5,1904,Powderhorn Park,Powderhorn,5243,0
2006,1,253037.50326141497,1682,2,1,1,1919,Hiawatha,Longfellow,5120,0
2014,8,193807.7318285185,2212,3,1,1.7,1900,Powderhorn Park,Powderhorn,4906,0
2007,8,310381.5242672163,2025,3,2,2,1928,Howe,Longfellow,6579,0
2008,10,472886.2508352727,3048,4,2,2.5,1922,King Field,Southwest,5240,1
2013,9,231832.2885623266,2196,2,2,1.5,1900,Marshall Terrace,Northeast,4760,0
2014,3,236929.6252986934,1740,4,2,1.2,1953,Northeast Park,Northeast,6250,0
2013,1,111285.01072604768,2352,3,1,1.2,1941,Cleveland,Camden,5111,0
2014,7,1405831.1227884025,5301,5,5,2.5,1909,Lynnhurst,Southwest,10720,1
2013,6,293933.4466217815,2129,3,2,1.2,1927,Northrop,Nokomis,5219,0
2014,1,227812.76393186225,2044,3,3,1.2,1914,Corcoran,Powderhorn,4840,0
2009,10,250072.92999367233,2044,4,2,1.5,1952,Kenny,Southwest,5080,0
2006,8,194822.8459273798,1824,3,1,1.2,1920,Jordan,Near North,5368,0
2013,2,255599.25150577197,3158,4,3,2.5,1905,Central,Powderhorn,5802,1
2015,12,309049.1712265679,2280,3,2,1,1974,Howe,Longfellow,7598,2
2014,10,244217.73828075646,1824,1,1,1.2,1923,Standish,Powderhorn,5080,0
2005,4,319318.41817243164,2223,3,2,1.2,1947,Wenonah,Nokomis,5504,0
2012,6,326053.8761793072,2270,3,2,1.5,1950,Armatage,Southwest,6400,0
2006,1,241782.76768690418,2048,3,2,1,1956,Shingle Creek,Camden,7498,0
2006,10,312862.2090143635,2839,4,2,2.5,1909,Powderhorn Park,Powderhorn,6091,0
2011,4,147266.85795629496,1914,3,1,1.2,1952,Shingle Creek,Camden,5245,0
2009,1,255472.43704378273,1803,3,2,1.2,1940,Waite Park,Northeast,5000,0
2014,12,210622.6910248379,1496,2,1,1.5,1908,Howe,Longfellow,5080,0
2012,6,293448.48856137646,2252,4,1,1.5,1940,Ericsson,Nokomis,5120,1
2005,6,267540.65049044916,1670,3,2,2,1900,Powderhorn Park,Powderhorn,3700,0
2006,7,160107.56037456877,2064,3,1,2,1912,Willard - Hay,Near North,6104,0
2005,6,332762.0030975736,2383,3,2,2.2,1904,CARAG,Calhoun-Isles,4857,0
2006,8,220124.5142296369,1092,1,1,1.7,1913,Howe,Longfellow,5120,0
2012,9,245530.7231132178,1536,2,2,1.7,1900,Prospect Park - East River Road,University,6300,0
2009,6,636187.5320080079,3412,5,3,2,1915,Lynnhurst,Southwest,7740,1
2015,9,214945.60796301442,2272,3,1,1.7,1920,Standish,Powderhorn,4730,0
2011,2,722703.8008454335,3832,5,4,2,1928,Linden Hills,Southwest,6000,2
2009,6,216063.69011592722,2392,4,2,1.5,1933,Victory,Camden,5126,1
2010,2,338178.8559515098,2326,3,2,1,1955,Kenny,Southwest,6400,1
2009,7,252149.436956866,1992,3,2,1,1921,Seward,Longfellow,5160,0
2010,8,463773.93850121374,2844,5,3,2.5,1904,Prospect Park - East River Road,University,6750,1
2010,10,211876.2754810875,1324,2,2,1.2,1917,Hiawatha,Longfellow,5200,0
2011,1,178342.63315655984,1872,3,1,1.2,1919,Bryant,Powderhorn,5502,0
2005,5,1473565.3719008265,4844,4,4,2.2,1918,Fulton,Southwest,9730,1
2005,6,425802.25916365517,2720,3,2,1.2,1938,Page,Nokomis,6200,3
2010,10,258959.8922546625,1656,3,1,2,1915,Como,University,5576,1
2007,7,401136.5539033636,2411,4,2,1,1949,Armatage,Southwest,10061,1
2015,12,497189.6316048469,2862,4,2,1.7,1920,Lynnhurst,Southwest,6144,1
2006,9,100434.39842209073,960,1,1,1,1908,Webber - Camden,Camden,4500,0
2012,3,188178.71830844338,1806,3,1,1.2,1950,Armatage,Southwest,8100,0
2006,4,172910.3657199801,2011,4,2,1.5,1900,Holland,Northeast,3503,0
2005,8,742838.1438041816,3544,3,4,2.2,1918,Lynnhurst,Southwest,5400,1
2010,10,329585.31741502497,2426,3,2,1.2,1932,Keewaydin,Nokomis,5040,1
2005,12,162685.51236749117,1767,3,1,1.7,1923,Webber - Camden,Camden,3671,0
2008,3,428804.76743750233,2211,6,2,2,1900,Marcy Holmes,University,3444,0
2015,6,449348.01331330446,3570,3,2,1,1989,Hiawatha,Longfellow,10579,1
