salesdate,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community
2011-12-20,256500,1979,3,1,2.5,1908,King Field,Southwest
2011-08-16,175000,1713,3,1,1.7,1903,King Field,Southwest
2011-06-07,294775,2918,3,4,2,1924,King Field,Southwest
2011-12-30,268000,2287,4,2,1.7,1900,King Field,Southwest
2011-12-02,249500,2400,3,2,1.2,1922,King Field,Southwest
2011-07-15,285000,2466,3,1,1.2,1929,King Field,Southwest
2011-11-21,330000,2872,5,3,2.5,1910,King Field,Southwest
2011-11-10,463000,2615,4,3,2.5,1907,King Field,Southwest
2011-08-01,319600,2534,3,2,2,1920,King Field,Southwest
2011-06-17,341000,2382,3,3,2,1904,King Field,Southwest
2011-10-17,208000,2100,3,2,2,1907,King Field,Southwest
2011-10-28,148000,1744,3,1,1.7,1908,King Field,Southwest
2011-08-01,210000,2076,3,1,2,1921,King Field,Southwest
2011-04-29,255000,2340,3,2,2,1926,King Field,Southwest
2011-06-15,41000,1848,2,1,1,1919,King Field,Southwest
2011-06-30,80000,1054,2,1,1.5,1915,King Field,Southwest
2011-11-15,148500,1568,2,2,1.5,1906,King Field,Southwest
2011-08-04,305000,2488,4,2,1.7,1909,King Field,Southwest
2011-06-15,315000,2216,3,1,2.5,1915,King Field,Southwest
2011-01-31,249000,2548,4,2,2.5,1915,King Field,Southwest
2011-04-26,322400,2989,3,2,2.5,1912,King Field,Southwest
2011-10-21,207000,2472,3,2,1.2,1922,King Field,Southwest
2011-03-31,114000,2324,3,1,2.5,1906,King Field,Southwest
2011-09-20,156000,1818,2,1,1,1922,King Field,Southwest
2011-08-12,224500,2630,4,1,1.5,1914,King Field,Southwest
2011-10-28,212000,1852,2,1,1.5,1920,King Field,Southwest
2011-04-27,214250,1896,2,1,1.2,1912,King Field,Southwest
2011-12-28,225000,1752,2,2,1,1959,King Field,Southwest
2011-07-14,320000,2024,3,2,2,1924,King Field,Southwest
2011-10-06,24500,1578,2,1,1.2,1925,Lind - Bohanon,Camden
2011-09-15,110500,1714,4,2,1,1979,Lind - Bohanon,Camden
2011-08-19,106000,1990,5,2,1,1959,Lind - Bohanon,Camden
2011-06-29,102000,1740,3,1,1.2,1951,Lind - Bohanon,Camden
2011-08-10,75050,1890,3,1,1.2,1930,Lind - Bohanon,Camden
2011-08-05,57500,1150,2,1,1.2,1925,Lind - Bohanon,Camden
2011-06-17,100000,1532,3,2,1,1925,Lind - Bohanon,Camden
2011-09-07,50000,1296,2,1,1,1942,Lind - Bohanon,Camden
2011-01-28,99900,1868,3,1,1.2,1948,Lind - Bohanon,Camden
2011-04-20,105000,2236,2,1,1.7,1922,Lind - Bohanon,Camden
2011-05-05,85000,1904,3,1,1.2,1946,Lind - Bohanon,Camden
2011-10-27,70000,1935,3,1,1.2,1925,Lind - Bohanon,Camden
2011-03-29,27500,1320,2,1,1,1942,Lind - Bohanon,Camden
2011-07-28,123000,1320,2,1,1,1942,Lind - Bohanon,Camden
2011-02-01,32000,1536,2,1,1,1958,Lind - Bohanon,Camden
2011-08-18,47000,1584,2,1,1.5,1924,Lind - Bohanon,Camden
2011-04-13,89000,1088,3,1,1,1950,Lind - Bohanon,Camden
2011-03-28,99000,1440,3,2,1,1950,Lind - Bohanon,Camden
2011-06-10,460000,4342,3,3,1.5,1908,Linden Hills,Southwest
2011-08-04,224000,1388,1,2,1,1902,Linden Hills,Southwest
2011-05-17,272000,2168,2,1,1,1923,Linden Hills,Southwest
2011-09-06,398999,2301,2,2,1.2,1922,Linden Hills,Southwest
2011-01-07,322000,3022,4,2,2,1908,Linden Hills,Southwest
2011-10-28,560000,4780,3,4,1,1958,Linden Hills,Southwest
2011-04-22,400250,2968,4,3,1,1957,Linden Hills,Southwest
2011-10-31,403000,3106,5,4,1.2,1924,Linden Hills,Southwest
2011-12-09,598500,2527,4,4,1.7,1919,Linden Hills,Southwest
2011-06-30,420000,3440,5,3,1.5,1936,Linden Hills,Southwest
2011-02-25,1025000,4107,5,5,2,2009,Linden Hills,Southwest
2011-09-15,377000,2564,3,1,1.2,1928,Linden Hills,Southwest
2011-12-21,350000,2749,3,2,1.5,1927,Linden Hills,Southwest
2011-12-21,242000,4126,3,4,2,2012,Linden Hills,Southwest
2011-02-08,1175000,4475,5,5,2,2008,Linden Hills,Southwest
2011-08-16,680000,3808,4,4,2,1937,Linden Hills,Southwest
2011-04-28,475000,3187,4,4,2,1956,Linden Hills,Southwest
2011-04-01,462500,2961,4,3,1.7,1957,Linden Hills,Southwest
2011-01-20,248500,2240,3,2,1,1956,Linden Hills,Southwest
2011-08-05,499900,3258,4,3,2,1929,Linden Hills,Southwest
2011-07-28,380000,3234,4,3,2,1928,Linden Hills,Southwest
2011-02-04,622000,3832,5,4,2,1928,Linden Hills,Southwest
2011-02-04,622000,3832,5,4,2,1928,Linden Hills,Southwest
2011-06-30,256500,1816,3,2,1.2,1930,Linden Hills,Southwest
2011-08-09,334000,2715,3,2,1.2,1933,Linden Hills,Southwest
2011-06-24,260000,2092,2,2,1,1954,Linden Hills,Southwest
2011-10-21,665000,3596,4,4,2,1925,Linden Hills,Southwest
2011-12-16,750000,2481,3,3,1.5,1901,Linden Hills,Southwest
2011-02-04,550000,2920,4,2,2.5,1904,Linden Hills,Southwest
2011-12-27,1025000,5615,4,5,2.5,1908,Linden Hills,Southwest
2011-12-20,800000,4057,4,3,2,1903,Linden Hills,Southwest
2011-10-13,560000,3486,3,3,1.7,1917,Linden Hills,Southwest
2011-11-21,293371,3922,4,3,1.5,1900,Linden Hills,Southwest
2011-05-31,329000,2110,3,2,1.5,1905,Linden Hills,Southwest
2011-06-01,640000,3282,3,4,2.2,1903,Linden Hills,Southwest
2011-03-30,1100000,4299,4,4,2,1929,Linden Hills,Southwest
2011-06-17,370000,2862,3,3,1,1951,Linden Hills,Southwest
2011-09-30,540000,2950,3,2,1.5,1911,Linden Hills,Southwest
2011-05-02,375000,2042,3,1,2,1908,Linden Hills,Southwest
2011-05-20,660000,2640,3,2,1.5,1950,Linden Hills,Southwest
2011-09-22,355000,2820,3,1,2.5,1914,Linden Hills,Southwest
2011-09-15,387500,3622,4,4,1.7,1908,Linden Hills,Southwest
2011-05-02,375000,2042,3,1,2,1908,Linden Hills,Southwest
2011-04-29,620000,3398,3,3,2,1903,Linden Hills,Southwest
2011-06-30,551400,2840,4,3,2.2,1903,Linden Hills,Southwest
2011-02-01,600000,3729,5,3,2.5,1910,Linden Hills,Southwest
2011-12-15,900000,4875,4,4,2,1991,Linden Hills,Southwest
2011-12-15,900000,4875,4,4,2,1991,Linden Hills,Southwest
2011-04-21,354000,2018,3,2,1.5,1910,Linden Hills,Southwest
2011-05-14,900000,3496,4,3,1.7,1921,Linden Hills,Southwest
2011-11-15,1730000,6560,5,5,2.5,2006,Linden Hills,Southwest
2011-11-14,430000,2824,2,3,1,1961,Linden Hills,Southwest
2011-09-01,329900,2796,4,2,1.5,1910,Linden Hills,Southwest
2011-08-02,395000,2698,3,2,1.7,1915,Linden Hills,Southwest
2011-08-26,277500,2408,3,2,1.7,1914,Linden Hills,Southwest
2011-01-24,738000,4482,3,2,1,1955,Linden Hills,Southwest
2011-06-23,710000,4233,5,5,1,1959,Linden Hills,Southwest
2011-02-11,858000,3742,5,4,2,2010,Linden Hills,Southwest
2011-01-13,565000,3726,3,4,2,1931,Linden Hills,Southwest
2011-01-13,565000,3726,3,4,2,1931,Linden Hills,Southwest
2011-06-28,705846,4209,4,4,2,2011,Linden Hills,Southwest
2011-12-21,778000,4219,4,4,2,2011,Linden Hills,Southwest
2011-06-23,432400,2168,3,2,2,1925,Linden Hills,Southwest
2011-05-17,233500,2218,3,2,1.7,1915,Logan Park,Northeast
2011-02-10,159000,1968,3,2,1.7,1900,Logan Park,Northeast
2011-06-16,195000,3036,3,2,2,1906,Logan Park,Northeast
2011-07-26,120000,2072,2,2,1.5,1900,Longfellow,Longfellow
2011-06-24,150600,1976,3,2,1,1985,Longfellow,Longfellow
2011-11-15,122000,2140,2,1,1.2,1926,Longfellow,Longfellow
2011-06-30,172500,2288,4,2,2,1900,Longfellow,Longfellow
2011-06-30,158000,1648,2,1,1.5,1910,Longfellow,Longfellow
2011-08-30,127500,2168,2,1,1.2,1925,Longfellow,Longfellow
2011-10-14,185000,2272,4,1,1.2,1925,Longfellow,Longfellow
2011-08-26,224900,2338,3,3,1.2,1921,Longfellow,Longfellow
2011-10-14,45200,1032,1,1,1.7,1900,Longfellow,Longfellow
2011-05-27,166000,1632,3,2,1.2,1923,Longfellow,Longfellow
2011-07-29,174000,1896,3,1,2,1924,Longfellow,Longfellow
2011-01-28,179900,1536,2,2,1,1923,Longfellow,Longfellow
2011-05-20,149900,2008,3,2,1.2,1909,Longfellow,Longfellow
2011-03-04,74000,1704,2,2,1.5,1918,Longfellow,Longfellow
2011-08-25,139000,1456,2,1,1.7,1914,Longfellow,Longfellow
2011-04-17,110000,1636,2,1,1.2,1926,Longfellow,Longfellow
2011-03-10,2837500,13867,5,7,2,1948,Lowry Hill,Calhoun-Isles
2011-11-14,579900,6433,7,4,2.5,1902,Lowry Hill,Calhoun-Isles
2011-08-03,465000,3612,4,2,2.5,1900,Lowry Hill,Calhoun-Isles
2011-03-25,481200,3726,4,3,2.5,1900,Lowry Hill,Calhoun-Isles
2011-03-25,481200,3726,4,3,2.5,1900,Lowry Hill,Calhoun-Isles
2011-12-15,575000,4412,3,4,2.5,1915,Lowry Hill,Calhoun-Isles
2011-07-29,600000,4094,5,2,2.5,1901,Lowry Hill,Calhoun-Isles
2011-08-19,545000,3854,4,4,1.7,1900,Lowry Hill,Calhoun-Isles
2011-07-11,600000,3956,5,3,2.5,1900,Lowry Hill,Calhoun-Isles
2011-06-28,1112000,5428,5,4,2.5,1906,Lowry Hill,Calhoun-Isles
2011-06-28,190000,1872,3,1,1.5,1900,Lowry Hill East,Calhoun-Isles
2011-07-29,275000,2233,4,3,2,1982,Lowry Hill East,Calhoun-Isles
2011-09-01,295000,2404,4,2,2.5,1904,Lowry Hill East,Calhoun-Isles
2011-09-01,295000,2404,4,2,2.5,1904,Lowry Hill East,Calhoun-Isles
2011-02-23,290000,4660,7,4,2.5,1892,Lowry Hill East,Calhoun-Isles
2011-09-02,347300,3462,5,2,2.5,1912,Lowry Hill East,Calhoun-Isles
2011-04-29,371000,2988,4,2,2.5,1908,Lowry Hill East,Calhoun-Isles
2011-06-15,110000,1877,3,2,1.7,1900,Lyndale,Powderhorn
2011-06-15,111507,1877,3,2,1.7,1900,Lyndale,Powderhorn
2011-07-21,120000,2640,6,1,2,1900,Lyndale,Powderhorn
2011-11-15,149900,2160,3,2,1.5,1900,Lyndale,Powderhorn
2011-08-12,67022,2032,4,2,2.5,1912,Lyndale,Powderhorn
2011-09-16,300000,1988,3,2,1.7,1908,Lyndale,Powderhorn
2011-08-02,227000,2500,4,1,1.7,1906,Lyndale,Powderhorn
2011-06-15,269900,2112,3,2,1.7,1900,Lyndale,Powderhorn
2011-08-29,257000,2122,3,2,2.5,1907,Lyndale,Powderhorn
2011-09-12,225000,2076,2,1,2.5,1902,Lyndale,Powderhorn
2011-10-21,239000,1776,4,2,1.7,1909,Lyndale,Powderhorn
2011-02-23,200000,2294,4,1,2.5,1907,Lyndale,Powderhorn
2011-04-22,182700,2288,3,2,2.5,1908,Lyndale,Powderhorn
2011-06-30,850000,4257,4,4,2,1921,Lynnhurst,Southwest
2011-12-15,499900,3900,5,5,2,1924,Lynnhurst,Southwest
2011-04-11,750000,3568,3,2,1,1922,Lynnhurst,Southwest
2011-09-15,455000,2988,3,3,2,1940,Lynnhurst,Southwest
2011-06-01,338000,2088,3,2,2,1900,Lynnhurst,Southwest
2011-08-25,307900,2512,3,2,1.5,1923,Lynnhurst,Southwest
2011-07-29,204900,2536,3,1,1.2,1932,Lynnhurst,Southwest
2011-09-14,408500,2956,3,2,2,1941,Lynnhurst,Southwest
2011-11-04,481000,3018,4,2,2.2,1912,Lynnhurst,Southwest
2011-11-04,481000,3018,4,2,2.2,1912,Lynnhurst,Southwest
2011-08-04,525000,3817,4,3,2,1918,Lynnhurst,Southwest
2011-07-22,560000,3137,4,3,2.5,1911,Lynnhurst,Southwest
2011-12-30,337500,2280,3,2,1.7,1911,Lynnhurst,Southwest
2011-04-29,583500,3296,3,2,2.5,1920,Lynnhurst,Southwest
2011-12-30,315000,2598,3,3,2,1924,Lynnhurst,Southwest
2011-08-30,418000,2400,3,2,2,1927,Lynnhurst,Southwest
2011-02-01,775000,4355,4,4,2,1921,Lynnhurst,Southwest
2011-07-22,700000,4063,4,5,2.5,1906,Lynnhurst,Southwest
2011-07-15,193750,1748,2,1,1.7,1920,Lynnhurst,Southwest
2011-11-30,421900,4170,5,4,2,2013,Lynnhurst,Southwest
2011-09-30,475000,2547,3,2,2,1924,Lynnhurst,Southwest
2011-05-24,440000,2536,3,3,2,1928,Lynnhurst,Southwest
2011-05-02,580000,2708,3,2,2,1924,Lynnhurst,Southwest
2011-06-30,290000,2234,3,3,2,1932,Lynnhurst,Southwest
2011-06-20,459900,3890,4,2,1.5,1934,Lynnhurst,Southwest
2011-02-11,812300,3877,4,4,1.7,1932,Lynnhurst,Southwest
2011-06-27,440000,3564,3,2,1,1950,Lynnhurst,Southwest
2011-10-05,381500,2300,3,2,2,1929,Lynnhurst,Southwest
2011-05-09,648000,2803,4,3,1.7,1936,Lynnhurst,Southwest
2011-05-03,580000,2888,5,3,1,1950,Lynnhurst,Southwest
2011-08-23,490900,3358,5,4,2,1939,Lynnhurst,Southwest
2011-10-14,510000,3057,4,3,1.2,1938,Lynnhurst,Southwest
2011-05-11,331000,2977,3,3,1.5,1960,Lynnhurst,Southwest
2011-06-09,380000,2400,4,3,1.2,1924,Lynnhurst,Southwest
2011-10-27,370000,2636,3,1,1.2,1919,Lynnhurst,Southwest
2011-08-01,405000,2250,3,2,2,1925,Lynnhurst,Southwest
2011-02-11,436550,2809,3,3,2.5,1924,Lynnhurst,Southwest
2011-10-28,399900,2160,3,3,1.7,1926,Lynnhurst,Southwest
2011-02-01,775000,4355,4,4,2,1921,Lynnhurst,Southwest
2011-03-31,490000,2788,4,3,1.2,1927,Lynnhurst,Southwest
2011-12-29,222651,1980,3,2,2.5,1912,Marcy Holmes,University
2011-09-30,260000,3637,4,2,2.5,1900,Marcy Holmes,University
2011-11-08,160500,1980,4,1,2,1920,Marcy Holmes,University
2011-10-07,174900,2104,4,2,1.2,1907,Marcy Holmes,University
2011-10-25,225000,2496,4,2,2,1974,Marcy Holmes,University
2011-09-29,72400,2520,6,2,1.2,1922,Marshall Terrace,Northeast
2011-03-25,124000,1294,3,1,1.7,1905,Marshall Terrace,Northeast
2011-03-09,125000,1920,3,1,1.5,1919,McKinley,Camden
2011-03-08,120000,2184,3,2,1.2,1926,McKinley,Camden
2011-02-15,85000,2542,3,2,1.2,1923,McKinley,Camden
2011-08-08,24575,1947,2,1,1.2,1914,McKinley,Camden
2011-06-09,15600,1680,3,2,1.5,1903,McKinley,Camden
2011-11-18,29250,1456,2,2,1.2,1906,McKinley,Camden
2011-07-05,80000,2262,3,1,1.2,1924,McKinley,Camden
2011-08-29,116000,2082,3,2,2,1996,Midtown Phillips,Phillips
2011-05-20,133860,2080,3,3,1.7,1905,Midtown Phillips,Phillips
2011-01-14,36000,1912,4,2,1.5,1908,Midtown Phillips,Phillips
2011-12-21,25870,2569,4,2,2.5,1909,Midtown Phillips,Phillips
2011-04-01,119490,2078,2,2,2,1900,Midtown Phillips,Phillips
2011-03-28,191500,2374,3,3,1.5,1934,Minnehaha,Nokomis
2011-10-14,205000,2555,4,2,1.2,1925,Minnehaha,Nokomis
2011-07-25,219000,1848,3,2,2,1939,Minnehaha,Nokomis
2011-11-17,370000,2944,3,3,2,2011,Minnehaha,Nokomis
2011-06-10,184000,2008,3,1,1.2,1923,Minnehaha,Nokomis
2011-06-17,249900,2400,3,2,1.5,1927,Minnehaha,Nokomis
2011-11-30,144000,1558,3,2,1,1920,Minnehaha,Nokomis
2011-07-26,160000,1516,2,1,1.2,1929,Minnehaha,Nokomis
2011-03-11,172000,2119,4,3,1.2,1923,Minnehaha,Nokomis
2011-08-18,155500,1564,2,1,1.2,1926,Minnehaha,Nokomis
2011-12-09,228000,2162,4,2,2,1937,Minnehaha,Nokomis
2011-10-27,215000,1921,2,2,1.5,1920,Minnehaha,Nokomis
2011-04-28,187000,2307,4,3,1.5,1913,Minnehaha,Nokomis
2011-07-22,209500,2341,3,2,1.2,1925,Minnehaha,Nokomis
2011-07-11,80000,1728,4,1,2.2,1930,Minnehaha,Nokomis
2011-08-26,136000,2137,3,1,1.2,1928,Minnehaha,Nokomis
2011-04-15,145000,1785,3,2,1.5,1920,Minnehaha,Nokomis
2011-09-22,188000,2272,4,2,1.2,1947,Minnehaha,Nokomis
2011-08-16,174900,1720,3,1,1.2,1941,Minnehaha,Nokomis
2011-05-20,179900,2067,2,1,1,1939,Minnehaha,Nokomis
2011-01-14,95875,792,1,1,1,1921,Minnehaha,Nokomis
2011-04-21,85000,1495,1,1,1.2,1924,Minnehaha,Nokomis
2011-07-01,185000,1636,4,2,1.2,1927,Minnehaha,Nokomis
2011-09-16,241500,1921,4,2,1.5,1910,Minnehaha,Nokomis
2011-09-16,241500,1921,4,2,1.5,1910,Minnehaha,Nokomis
2011-01-06,179900,1912,2,1,1.7,1920,Minnehaha,Nokomis
2011-02-22,139000,1574,2,1,1.2,1952,Morris Park,Nokomis
2011-11-04,120000,1528,2,1,1.2,1941,Morris Park,Nokomis
2011-08-19,145000,1800,3,2,1.2,1952,Morris Park,Nokomis
2011-12-16,92600,2210,3,1,1,1959,Morris Park,Nokomis
2011-05-27,179426,2196,3,2,1.2,1950,Morris Park,Nokomis
2011-07-14,95000,1688,2,2,1.2,1921,Morris Park,Nokomis
2011-03-11,122000,1584,3,1,1,1945,Morris Park,Nokomis
2011-06-15,193900,1806,3,2,2,1925,Morris Park,Nokomis
2011-09-23,169000,1788,3,2,1.2,1948,Morris Park,Nokomis
2011-11-29,130000,1728,2,1,1.2,1922,Morris Park,Nokomis
2011-09-29,120000,1668,3,1,1.2,1946,Morris Park,Nokomis
2011-06-17,165000,1974,3,2,1,1958,Morris Park,Nokomis
2011-10-13,150000,3072,4,1,1.2,1951,Morris Park,Nokomis
2011-06-01,96000,1152,2,1,1,1930,Morris Park,Nokomis
2011-11-30,142000,2048,3,2,1.2,1950,Morris Park,Nokomis
2011-04-12,57000,954,1,1,1.2,1921,Morris Park,Nokomis
2011-11-15,114900,2016,3,1,1.2,1950,Morris Park,Nokomis
2011-07-18,127000,1560,2,1,1,1946,Morris Park,Nokomis
2011-08-24,145000,2445,3,3,2,2007,Near - North,Near North
2011-10-28,35000,2004,4,1,2,1900,Near - North,Near North
2011-08-18,80000,2880,6,1,2.5,1903,Near - North,Near North
2011-07-28,149500,1786,4,2,1,1979,Near - North,Near North
2011-08-25,100,2540,4,4,2,2018,Near - North,Near North
2011-03-30,9500,1872,3,2,2,1979,Near - North,Near North
2011-08-26,100000,2340,5,3,2,1980,Near - North,Near North
2011-05-03,121000,2229,4,2,1,1978,Near - North,Near North
2011-06-10,135000,2514,4,4,2,2000,Near - North,Near North
2011-06-10,135000,2514,4,4,2,2000,Near - North,Near North
2011-09-06,29900,1183,2,1,1,1916,Near - North,Near North
2011-05-09,71000,2152,3,1,1,1922,Near - North,Near North
2011-08-24,95000,1114,2,1,1.2,1900,Northeast Park,Northeast
2011-01-27,125000,1650,3,1,1.5,1924,Northeast Park,Northeast
2011-08-30,184900,1960,4,2,1.7,1915,Northrop,Nokomis
2011-11-28,99900,1849,2,2,1.5,1918,Northrop,Nokomis
2011-11-30,265000,2292,4,2,1.7,1928,Northrop,Nokomis
2011-05-20,195000,1876,4,3,1.2,1922,Northrop,Nokomis
2011-03-15,207500,1860,2,2,1.7,1913,Northrop,Nokomis
2011-04-28,205000,2263,4,2,1.5,1953,Northrop,Nokomis
2011-08-24,196500,2160,3,2,1,1955,Northrop,Nokomis
2011-07-22,266000,2626,4,2,1.2,1925,Northrop,Nokomis
2011-06-08,149000,1972,3,2,1,1955,Northrop,Nokomis
2011-10-07,212000,2238,3,2,1.2,1953,Northrop,Nokomis
2011-08-08,233000,2508,3,2,1.2,1939,Northrop,Nokomis
2011-08-26,180000,1950,3,2,1.5,1921,Northrop,Nokomis
2011-11-30,214900,1848,3,2,2,1940,Northrop,Nokomis
2011-07-11,200000,1596,2,2,1,1953,Northrop,Nokomis
2011-10-27,165000,2077,3,1,1.2,1940,Northrop,Nokomis
2011-09-27,200000,1680,2,2,1.2,1939,Northrop,Nokomis
2011-06-30,227655,2415,4,2,1.5,1925,Northrop,Nokomis
2011-09-09,181500,1712,2,1,1,1931,Northrop,Nokomis
2011-02-04,173000,1908,3,1,1.2,1924,Northrop,Nokomis
2011-04-25,218000,2298,4,2,1.5,1922,Northrop,Nokomis
2011-09-16,153000,2012,3,2,1.2,1924,Northrop,Nokomis
2011-08-30,134000,1588,2,1,1.5,1913,Northrop,Nokomis
2011-07-15,158000,1710,3,1,1.2,1926,Page,Nokomis
2011-04-17,157000,1596,2,1,1.2,1928,Page,Nokomis
2011-03-25,627500,3369,4,4,2,1941,Page,Nokomis
2011-09-06,165000,2216,2,2,1.2,1951,Page,Nokomis
2011-11-30,217000,2392,3,2,1.2,1929,Page,Nokomis
2011-06-30,245000,2376,3,2,2,1930,Page,Nokomis
2011-11-15,374400,2760,2,2,1.7,1938,Page,Nokomis
2011-10-21,349500,2938,3,2,1.2,1931,Page,Nokomis
2011-07-25,324900,3634,4,3,1.5,1947,Page,Nokomis
2011-05-26,475000,3330,4,3,1.5,1934,Page,Nokomis
2011-08-19,220000,2288,3,3,1.2,1948,Page,Nokomis
2011-09-02,360000,2599,4,2,2,1938,Page,Nokomis
2011-06-10,315000,2539,3,2,2,1938,Page,Nokomis
2011-08-31,326000,2268,3,3,1.2,1942,Page,Nokomis
2011-10-22,149000,2053,4,2,1.5,1914,Powderhorn Park,Powderhorn
2011-07-08,80500,2051,3,2,2.5,1905,Powderhorn Park,Powderhorn
2011-08-25,123500,1920,3,1,2,1906,Powderhorn Park,Powderhorn
2011-09-30,154000,1728,4,2,1,1917,Powderhorn Park,Powderhorn
2011-12-06,163500,2508,3,2,1.2,1913,Powderhorn Park,Powderhorn
2011-09-07,126800,1376,2,1,1.5,1909,Powderhorn Park,Powderhorn
2011-03-31,173000,3420,4,2,1.5,1918,Powderhorn Park,Powderhorn
2011-10-20,216500,1888,2,2,1.7,1910,Powderhorn Park,Powderhorn
2011-07-29,175000,2620,5,1,1.2,1914,Powderhorn Park,Powderhorn
2011-08-19,175000,2680,5,4,1.5,1914,Powderhorn Park,Powderhorn
2011-05-26,69500,839,2,1,1.5,1906,Powderhorn Park,Powderhorn
2011-01-28,140000,2314,4,1,1.2,1922,Powderhorn Park,Powderhorn
2011-11-04,160000,1880,3,1,1.2,1915,Powderhorn Park,Powderhorn
2011-09-09,108000,2075,4,2,1.5,1900,Powderhorn Park,Powderhorn
2011-09-09,108000,2075,4,2,1.5,1900,Powderhorn Park,Powderhorn
2011-11-15,37800,1448,3,1,1.5,1911,Powderhorn Park,Powderhorn
2011-07-13,165000,2379,3,2,2,1993,Powderhorn Park,Powderhorn
2011-07-13,165000,2379,3,2,2,1993,Powderhorn Park,Powderhorn
2011-08-19,139300,2960,3,2,1.5,1900,Powderhorn Park,Powderhorn
2011-03-24,170000,2000,5,2,1.7,1909,Powderhorn Park,Powderhorn
2011-05-26,100000,1701,3,1,1.5,1912,Powderhorn Park,Powderhorn
2011-08-19,156100,1872,3,2,1.5,1913,Powderhorn Park,Powderhorn
2011-03-10,154500,2090,3,2,2.5,1909,Powderhorn Park,Powderhorn
2011-03-25,145000,3146,4,2,2.5,1907,Powderhorn Park,Powderhorn
2011-03-24,110000,1915,3,2,1.5,1908,Powderhorn Park,Powderhorn
2011-04-01,430000,3430,4,3,2,1936,Prospect Park - East River Road,University
2011-04-25,298000,2912,3,2,2,1928,Prospect Park - East River Road,University
2011-09-30,450000,2825,3,2,1.5,1916,Prospect Park - East River Road,University
2011-08-29,350000,2568,4,3,2.5,1903,Prospect Park - East River Road,University
2011-08-01,375000,3648,4,3,2.5,1900,Prospect Park - East River Road,University
2011-06-22,283600,4968,4,4,2.2,1903,Prospect Park - East River Road,University
2011-09-12,115000,1320,1,1,1,1925,Prospect Park - East River Road,University
2011-10-28,153000,2260,4,2,1.7,1915,Regina,Nokomis
2011-05-31,174000,1858,3,2,1.5,1937,Regina,Nokomis
2011-12-15,156500,1680,3,1,1,1932,Regina,Nokomis
2011-03-04,170000,1920,4,2,2,1923,Regina,Nokomis
2011-10-19,249900,2824,3,2,1.5,1948,Regina,Nokomis
2011-07-05,196990,2503,4,3,1.5,1933,Regina,Nokomis
2011-03-31,243000,2424,3,3,1.5,1926,Regina,Nokomis
2011-06-17,199900,2088,3,2,1.7,1926,Regina,Nokomis
2011-10-04,197000,2746,4,2,2,1900,Seward,Longfellow
2011-10-21,269000,2608,2,2,2.2,1908,Seward,Longfellow
2011-10-31,187000,2424,4,1,1.7,1903,Seward,Longfellow
2011-07-20,182500,2312,3,1,1,1969,Seward,Longfellow
2011-05-23,275250,3590,3,3,1.5,1952,Seward,Longfellow
2011-08-29,190000,2026,2,2,1.2,1916,Seward,Longfellow
2011-07-28,86500,1560,2,1,1.5,1900,Seward,Longfellow
2011-11-29,162500,1587,2,1,1.5,1909,Seward,Longfellow
2011-11-10,120000,2480,3,2,1.2,1922,Seward,Longfellow
2011-04-12,265000,2390,3,2,1.5,1917,Seward,Longfellow
2011-09-27,281000,3047,1,2,1.2,1922,Seward,Longfellow
2011-06-30,192500,1788,3,2,1.7,1906,Seward,Longfellow
2011-05-26,178000,1744,3,2,1.5,1941,Seward,Longfellow
2011-12-16,137500,1626,2,1,1.5,1908,Seward,Longfellow
2011-11-01,145000,900,2,1,1,1915,Seward,Longfellow
2011-02-28,72000,2531,1,1,1.2,1920,Seward,Longfellow
2011-09-01,196000,1832,2,1,1,1958,Seward,Longfellow
2011-06-10,412000,4341,5,4,2,1919,Seward,Longfellow
2011-05-02,420000,2409,3,3,2,1900,Seward,Longfellow
2011-10-19,100000,1465,2,1,1,1900,Sheridan,Northeast
2011-07-28,89000,1258,2,1,1.7,1900,Sheridan,Northeast
2011-04-28,147500,1920,4,2,1,1973,Sheridan,Northeast
2011-04-20,78000,948,1,1,1.5,1900,Sheridan,Northeast
2011-11-14,114900,1996,3,1,1.2,1958,Shingle Creek,Camden
2011-04-06,94500,1996,3,1,1.2,1956,Shingle Creek,Camden
2011-09-06,151000,1999,4,2,1.2,1948,Shingle Creek,Camden
2011-07-13,125000,1776,4,2,1,1953,Shingle Creek,Camden
2011-05-20,100,1816,2,1,1,1950,Shingle Creek,Camden
2011-04-29,128000,1914,3,1,1.2,1952,Shingle Creek,Camden
2011-05-26,255000,1547,3,2,1.5,1908,St. Anthony East,Northeast
2011-10-12,218000,1930,3,3,1.5,1900,St. Anthony East,Northeast
2011-04-29,169900,1920,5,2,1,1974,St. Anthony East,Northeast
2011-05-26,120000,1904,2,1,1,1976,St. Anthony East,Northeast
2011-10-28,150000,2288,2,3,1,1974,St. Anthony East,Northeast
2011-02-14,165000,2560,2,2,1,1926,St. Anthony West,Northeast
2011-09-13,300000,2610,2,2,2.5,1900,St. Anthony West,Northeast
2011-06-30,129000,2185,2,1,1,1917,St. Anthony West,Northeast
2011-06-15,319900,2798,4,3,1,1977,St. Anthony West,Northeast
2011-10-24,265000,2187,3,2,1,1975,St. Anthony West,Northeast
2011-07-19,292500,2737,3,2,1,1976,St. Anthony West,Northeast
2011-08-17,218550,1920,2,2,1,1980,St. Anthony West,Northeast
