salesdate,salesprice,area,beds,baths,stories,yearbuilt,neighborhood,community
2014-12-04,225000,2067,3,1,1.2,1932,Diamond Lake,Nokomis
2014-09-29,312000,2228,3,2,1.2,1935,Diamond Lake,Nokomis
2014-05-01,275000,2160,3,2,2,1937,Diamond Lake,Nokomis
2014-10-13,274000,2086,3,2,1.2,1932,Diamond Lake,Nokomis
2014-05-14,319900,2377,4,2,1.2,1941,Diamond Lake,Nokomis
2014-06-26,219000,2280,4,2,1.7,1951,Diamond Lake,Nokomis
2014-06-20,192500,1752,2,1,1,1946,Diamond Lake,Nokomis
2014-09-29,189000,1752,2,2,1,1946,Diamond Lake,Nokomis
2014-09-29,189000,1752,2,2,1,1946,Diamond Lake,Nokomis
2014-07-17,294000,2564,4,3,1.5,1950,Diamond Lake,Nokomis
2014-07-01,236500,2329,3,2,1,1954,Diamond Lake,Nokomis
2014-10-07,388900,2214,3,2,1.2,1932,Diamond Lake,Nokomis
2014-08-21,295000,2652,4,2,1.5,1931,Diamond Lake,Nokomis
2014-09-11,350000,2358,4,2,1.2,1946,Diamond Lake,Nokomis
2014-06-27,295620,2403,3,2,1.2,1936,Diamond Lake,Nokomis
2014-08-22,249000,2360,3,2,1,1951,Diamond Lake,Nokomis
2014-07-11,230000,2160,3,2,1.2,1953,Diamond Lake,Nokomis
2014-08-18,227850,2212,3,1,1,1953,Diamond Lake,Nokomis
2014-07-29,202500,2064,2,2,1,1955,Diamond Lake,Nokomis
2014-09-20,184000,2432,3,2,1,1967,Diamond Lake,Nokomis
2014-06-06,332000,2278,3,2,2,1941,Diamond Lake,Nokomis
2014-10-30,324900,2602,3,2,1.7,1936,Diamond Lake,Nokomis
2014-12-05,257000,1925,2,2,1.2,1925,Diamond Lake,Nokomis
2014-09-18,230000,2496,4,1,1.2,1947,Diamond Lake,Nokomis
2014-06-16,337580,3108,3,3,1.5,1936,Diamond Lake,Nokomis
2014-08-21,377449,2732,3,2,1.2,1936,Diamond Lake,Nokomis
2014-08-28,267000,2288,3,2,1.2,1942,Diamond Lake,Nokomis
2014-04-08,193500,1728,2,2,1,1950,Diamond Lake,Nokomis
2014-04-16,209250,2516,4,2,1.5,1924,Diamond Lake,Nokomis
2014-07-17,219500,2330,3,3,1.2,1920,Diamond Lake,Nokomis
2014-04-21,169000,2100,3,1,1.2,1951,Diamond Lake,Nokomis
2014-11-21,160500,1708,2,1,1.2,1948,Diamond Lake,Nokomis
2014-07-07,157000,1560,2,1,1.2,1923,Diamond Lake,Nokomis
2014-04-22,224900,2240,4,2,1,1955,Diamond Lake,Nokomis
2014-07-14,332000,2454,3,2,1.2,1955,Diamond Lake,Nokomis
2014-09-19,260000,2816,4,3,1,1937,Diamond Lake,Nokomis
2014-02-21,195500,2148,3,2,1,1959,Diamond Lake,Nokomis
2014-02-18,197500,2184,2,2,1,1949,Diamond Lake,Nokomis
2014-05-02,366000,2212,3,2,2,1936,Diamond Lake,Nokomis
2014-05-23,268830,2013,3,2,1.2,1941,Diamond Lake,Nokomis
2014-01-20,247500,1972,4,2,1,1956,Diamond Lake,Nokomis
2014-09-29,242000,2305,4,2,1.2,1948,Diamond Lake,Nokomis
2014-07-31,194900,1981,2,2,1.2,1949,Diamond Lake,Nokomis
2014-08-21,254900,1976,4,2,1,1950,Diamond Lake,Nokomis
2014-08-29,530000,2914,4,3,1.5,1948,Diamond Lake,Nokomis
2014-10-20,324100,2470,2,2,1,1941,Diamond Lake,Nokomis
2014-11-11,480000,3016,4,2,1,1952,Diamond Lake,Nokomis
2014-01-22,314000,2524,3,2,1,1951,Diamond Lake,Nokomis
2014-11-17,309900,2364,3,2,1.5,1951,Diamond Lake,Nokomis
2014-03-19,328000,2875,3,2,1.5,1941,Diamond Lake,Nokomis
2014-09-29,224500,2314,4,2,1,1951,Diamond Lake,Nokomis
2014-08-25,298500,2608,3,2,1.2,1950,Diamond Lake,Nokomis
2014-07-01,230000,2124,3,1,1.2,1949,Diamond Lake,Nokomis
2014-10-15,369400,3464,3,2,1.2,1936,Diamond Lake,Nokomis
2014-06-26,356800,2397,4,3,1.2,1939,Diamond Lake,Nokomis
2014-07-17,287500,2542,3,2,1,1951,Diamond Lake,Nokomis
2014-11-24,215000,2452,2,2,1,1952,Diamond Lake,Nokomis
2014-11-20,222000,2394,3,2,1.2,1955,Diamond Lake,Nokomis
2014-06-27,250000,2272,3,2,1.2,1953,Diamond Lake,Nokomis
2014-07-17,381500,2419,3,2,1.2,1939,Diamond Lake,Nokomis
2014-01-09,172000,2652,3,1,1,1953,Diamond Lake,Nokomis
2014-05-27,272000,2344,4,2,1.2,1950,Diamond Lake,Nokomis
2014-12-02,255000,2400,3,2,1,1950,Diamond Lake,Nokomis
2014-08-15,231451,2168,3,2,1.2,1950,Diamond Lake,Nokomis
2014-09-04,337500,2498,3,2,1.2,1938,Diamond Lake,Nokomis
2014-04-17,320000,2504,3,3,1.2,1940,Diamond Lake,Nokomis
2014-06-19,325000,3058,4,2,1.5,1940,Diamond Lake,Nokomis
2014-01-23,285000,2416,4,2,1.5,1940,Diamond Lake,Nokomis
2014-10-31,360000,2324,4,3,1.5,1945,Diamond Lake,Nokomis
2014-04-01,268500,2188,4,2,1,1950,Diamond Lake,Nokomis
2014-07-28,354000,3345,4,2,1,1957,Diamond Lake,Nokomis
2014-07-25,365000,2266,3,2,1.7,1941,Diamond Lake,Nokomis
2014-12-22,374500,2678,3,1,1.2,1918,Diamond Lake,Nokomis
2014-08-21,272500,2064,2,2,1,1953,Diamond Lake,Nokomis
2014-09-05,332000,3080,3,3,1,1900,East Harriet,Southwest
2014-07-21,805444,4142,4,4,2.5,1932,East Harriet,Southwest
2014-06-27,308100,1853,2,2,1.7,1916,East Harriet,Southwest
2014-06-12,345000,1980,3,1,2,1909,East Harriet,Southwest
2014-01-31,265000,2315,2,2,2,1916,East Harriet,Southwest
2014-06-27,308100,1853,2,2,1.7,1916,East Harriet,Southwest
2014-10-20,396900,3012,4,2,1.5,1916,East Harriet,Southwest
2014-06-12,345000,1980,3,1,2,1909,East Harriet,Southwest
2014-04-24,528400,2949,4,3,2,1915,East Harriet,Southwest
2014-07-28,506000,2632,3,2,2,1914,East Harriet,Southwest
2014-08-29,380000,2952,5,2,2.5,1908,East Harriet,Southwest
2014-03-28,293100,2160,3,1,1.7,1917,East Harriet,Southwest
2014-04-25,267050,2060,2,1,1.7,1916,East Harriet,Southwest
2014-06-20,545000,3333,4,2,2,1913,East Harriet,Southwest
2014-06-02,535000,3131,4,3,2,1915,East Harriet,Southwest
2014-06-16,329800,2062,3,2,1.7,1921,East Harriet,Southwest
2014-08-28,640000,4140,4,3,2.5,1916,East Harriet,Southwest
2014-10-29,549745,3820,3,4,1.7,1911,East Harriet,Southwest
2014-04-15,1200000,4989,4,5,2,1928,East Harriet,Southwest
2014-12-05,1425000,6575,5,5,2.2,1925,East Harriet,Southwest
2014-07-15,1140000,6114,6,6,2.5,1922,East Harriet,Southwest
2014-07-15,1140000,6114,6,6,2.5,1922,East Harriet,Southwest
2014-06-19,300000,2265,3,1,1.7,1913,East Harriet,Southwest
2014-09-12,344000,2548,3,2,2,1905,East Harriet,Southwest
2014-06-19,300000,2265,3,1,1.7,1913,East Harriet,Southwest
2014-03-31,344500,1980,3,2,2.2,1914,East Harriet,Southwest
2014-07-31,960000,5764,4,5,2.5,1909,East Isles,Calhoun-Isles
2014-10-03,1635000,6420,4,6,2.5,1908,East Isles,Calhoun-Isles
2014-06-11,1675000,8201,5,5,2.5,1915,East Isles,Calhoun-Isles
2014-06-06,755000,4005,6,4,2.5,1912,East Isles,Calhoun-Isles
2014-02-28,616000,3698,4,3,2.5,1902,East Isles,Calhoun-Isles
2014-06-13,790000,4240,5,5,2.5,1911,East Isles,Calhoun-Isles
2014-09-30,325000,2204,4,1,2,1910,East Isles,Calhoun-Isles
2014-05-28,560000,3280,5,3,2.5,1907,East Isles,Calhoun-Isles
2014-11-14,775000,3611,5,3,2,1960,East Isles,Calhoun-Isles
2014-08-05,173000,2928,4,2,2,1900,East Phillips,Phillips
2014-05-23,160000,1728,4,2,1,1911,East Phillips,Phillips
2014-10-10,160000,2184,6,2,1,1976,East Phillips,Phillips
2014-06-03,115000,1472,3,2,2,1900,East Phillips,Phillips
2014-04-24,130500,1574,3,2,1.2,1922,East Phillips,Phillips
2014-06-02,567000,2668,5,2,2.5,1904,ECCO,Calhoun-Isles
2014-08-15,293000,1896,2,1,1.7,1912,ECCO,Calhoun-Isles
2014-07-25,950000,4615,4,4,2.5,1905,ECCO,Calhoun-Isles
2014-05-28,880000,3364,3,3,2.5,1907,ECCO,Calhoun-Isles
2014-03-28,390000,1890,3,2,1.2,1954,ECCO,Calhoun-Isles
2014-10-30,398500,2488,4,2,1,1921,ECCO,Calhoun-Isles
2014-08-28,687000,4242,4,3,2.5,1911,ECCO,Calhoun-Isles
2014-06-13,720000,3180,5,5,2.5,1905,ECCO,Calhoun-Isles
2014-12-11,600000,2869,3,2,2,1906,ECCO,Calhoun-Isles
2014-08-05,135000,2176,5,3,1.2,1942,Ericsson,Nokomis
2014-07-15,269900,1964,3,2,1.2,1942,Ericsson,Nokomis
2014-10-21,245900,2341,4,2,1.2,1928,Ericsson,Nokomis
2014-07-17,344900,2864,4,2,2,1929,Ericsson,Nokomis
2014-12-15,255000,2405,3,2,1.5,1922,Ericsson,Nokomis
2014-11-19,204000,2480,3,1,1.2,1950,Ericsson,Nokomis
2014-01-28,226150,2146,4,2,1.5,1950,Ericsson,Nokomis
2014-08-28,269000,2020,3,1,1.2,1926,Ericsson,Nokomis
2014-12-30,214380,1518,2,2,1,1927,Ericsson,Nokomis
2014-06-20,273000,2556,3,2,1.2,1923,Ericsson,Nokomis
2014-06-10,225000,1787,2,2,1.2,1931,Ericsson,Nokomis
2014-10-03,350000,2358,3,2,1.2,1947,Ericsson,Nokomis
2014-05-05,279000,2380,4,3,1.5,1913,Ericsson,Nokomis
2014-12-22,219900,2247,3,2,1.7,1908,Ericsson,Nokomis
2014-07-18,248000,2214,3,1,1.5,1941,Ericsson,Nokomis
2014-12-16,299900,2230,3,2,1.2,1939,Ericsson,Nokomis
2014-08-22,145000,1932,3,1,1.2,1950,Ericsson,Nokomis
2014-10-23,256800,2262,3,1,1.2,1940,Ericsson,Nokomis
2014-11-25,299900,2280,4,2,1.5,1928,Ericsson,Nokomis
2014-10-01,232000,2331,3,3,1.5,1900,Ericsson,Nokomis
2014-05-20,274900,2170,4,2,1,1996,Ericsson,Nokomis
2014-05-29,279900,2428,4,2,1.7,1921,Ericsson,Nokomis
2014-07-18,162200,1656,2,1,1.2,1925,Ericsson,Nokomis
2014-08-14,172000,1876,3,1,1.2,1924,Ericsson,Nokomis
2014-09-19,335000,2261,4,3,1.2,1929,Ericsson,Nokomis
2014-07-28,222000,3452,7,3,2,1954,Ericsson,Nokomis
2014-10-31,316000,2354,2,3,1.5,1936,Ericsson,Nokomis
2014-11-14,295000,2538,4,2,1.2,1947,Ericsson,Nokomis
2014-01-17,265000,2548,3,2,1.5,1926,Ericsson,Nokomis
2014-02-24,223865,2012,4,2,1.2,1937,Ericsson,Nokomis
2014-06-30,299900,2463,3,2,2,1947,Ericsson,Nokomis
2014-06-30,159900,1544,2,2,1.2,1915,Ericsson,Nokomis
2014-11-07,300000,2956,5,3,1,2003,Ericsson,Nokomis
2014-06-13,235000,1916,3,1,1.2,1946,Ericsson,Nokomis
2014-07-01,349900,2308,3,2,1.5,1923,Ericsson,Nokomis
2014-04-29,165000,1978,4,2,1.2,1924,Field,Nokomis
2014-05-30,250000,2100,2,2,2,1922,Field,Nokomis
2014-08-28,295000,2300,4,2,1.2,1938,Field,Nokomis
2014-05-28,325000,2820,4,3,1.5,1924,Field,Nokomis
2014-03-24,189000,1820,2,1,2,1921,Field,Nokomis
2014-11-03,418000,2422,3,2,1.7,1920,Field,Nokomis
2014-12-15,150000,1632,3,1,1.2,1915,Field,Nokomis
2014-05-06,117000,1900,3,1,1,1949,Field,Nokomis
2014-12-19,135000,1680,3,2,1,1946,Field,Nokomis
2014-06-19,370000,3502,7,3,2,1952,Field,Nokomis
2014-08-22,279500,2308,2,2,1.2,1937,Field,Nokomis
2014-11-25,200000,2152,3,1,1.7,1928,Field,Nokomis
2014-05-08,392000,2276,3,3,2,1925,Field,Nokomis
2014-06-27,155000,643,1,1,1,1913,Field,Nokomis
2014-10-10,243900,2229,4,3,1.2,1935,Field,Nokomis
2014-06-13,288400,2450,3,2,1.5,1932,Field,Nokomis
2014-10-30,134900,1200,2,2,1,1910,Field,Nokomis
2014-11-20,295000,2956,4,3,2,1923,Field,Nokomis
2014-02-18,265000,1980,3,3,2,1923,Field,Nokomis
2014-10-30,395000,2857,4,3,1.5,1931,Field,Nokomis
2014-07-31,209300,1577,2,1,1.2,1925,Field,Nokomis
2014-11-07,635000,3287,3,3,1.7,1940,Field,Nokomis
2014-06-04,237500,2100,3,1,1.5,1923,Field,Nokomis
2014-01-03,335000,2676,4,3,1.7,1913,Field,Nokomis
2014-04-21,242000,2360,3,1,1.2,1924,Field,Nokomis
2014-09-03,216000,1980,2,1,1.2,1924,Field,Nokomis
2014-08-25,205000,1917,3,1,1.2,1922,Field,Nokomis
2014-05-08,190000,2009,3,1,1.2,1917,Field,Nokomis
2014-05-27,191500,1482,2,1,1.7,1915,Field,Nokomis
2014-12-12,230000,2135,3,2,1.2,1921,Field,Nokomis
2014-05-16,331000,2806,3,2,1.5,1929,Field,Nokomis
2014-02-21,219000,2584,5,2,1.5,1924,Field,Nokomis
2014-06-06,242000,2078,3,1,1.5,1924,Field,Nokomis
2014-04-25,198500,2028,3,1,1.2,1924,Field,Nokomis
2014-08-27,262500,2552,3,2,1.2,1925,Field,Nokomis
2014-11-12,558000,3227,4,3,1.7,2013,Field,Nokomis
2014-10-24,119900,2220,3,1,2,1923,Folwell,Camden
2014-04-02,62000,2158,3,1,1.2,1922,Folwell,Camden
2014-11-14,123500,2734,5,2,1.5,1939,Folwell,Camden
2014-08-15,108600,1708,3,2,1.5,1915,Folwell,Camden
2014-02-28,123500,2310,4,3,1.7,1916,Folwell,Camden
2014-07-08,115400,2780,5,2,2,1923,Folwell,Camden
2014-09-30,94860,1722,3,2,1.5,1907,Folwell,Camden
2014-12-12,74900,1876,3,1,1.2,1918,Folwell,Camden
2014-06-13,98000,1690,3,1,1.5,1912,Folwell,Camden
2014-01-24,75900,1890,3,1,1.2,1925,Folwell,Camden
2014-04-23,105000,1950,3,2,1.5,1932,Folwell,Camden
2014-08-18,28000,2256,3,1,1.7,1907,Folwell,Camden
2014-10-20,106000,2080,3,2,2,1890,Folwell,Camden
2014-10-20,106000,2080,3,2,2,1890,Folwell,Camden
2014-02-14,57000,1464,3,1,1.5,1924,Folwell,Camden
2014-02-13,68000,2006,3,1,1.2,1910,Folwell,Camden
2014-09-15,85000,2110,3,2,2,1936,Folwell,Camden
2014-04-30,97000,2186,4,2,1.7,1890,Folwell,Camden
2014-07-22,108000,2520,3,2,1,1956,Folwell,Camden
2014-10-10,104000,2140,2,1,1.2,1918,Folwell,Camden
2014-04-18,76000,1767,2,1,1.2,1917,Folwell,Camden
2014-01-17,143000,2412,3,3,1.2,1920,Folwell,Camden
2014-02-06,63500,1992,4,2,1.2,1954,Folwell,Camden
2014-10-21,94000,2238,3,1,2,1923,Folwell,Camden
2014-04-04,77383,1890,3,1,1.5,1926,Folwell,Camden
2014-04-24,60000,1776,2,1,1,1918,Folwell,Camden
2014-02-10,75000,1876,2,1,1.2,1916,Folwell,Camden
2014-09-22,89000,1599,3,1,1.7,1908,Folwell,Camden
2014-03-18,106000,2524,3,1,1.2,1920,Folwell,Camden
2014-09-25,109150,1912,2,1,1.2,1920,Folwell,Camden
2014-09-10,92250,2448,3,2,1.2,1929,Folwell,Camden
2014-08-20,142900,2832,3,1,1.2,1922,Folwell,Camden
2014-02-28,136500,2714,3,2,1.2,1927,Folwell,Camden
2014-08-11,102250,1872,3,2,1.2,1949,Folwell,Camden
2014-08-26,85000,1800,3,1,1.2,1940,Folwell,Camden
2014-09-29,79900,2158,3,1,1.2,1922,Folwell,Camden
2014-01-29,107500,1968,2,2,1.2,1921,Folwell,Camden
2014-02-21,121500,2050,3,2,1.2,1921,Folwell,Camden
2014-08-28,126000,2412,4,2,1.5,1922,Folwell,Camden
2014-07-17,135000,1890,3,1,1.7,1923,Folwell,Camden
2014-10-10,94000,2296,4,2,1.5,1929,Folwell,Camden
2014-02-27,119000,1834,3,2,1.5,1926,Folwell,Camden
2014-02-25,75000,1366,2,1,1.2,1915,Folwell,Camden
2014-09-11,121000,2398,4,1,1.2,1927,Folwell,Camden
2014-06-02,115000,2098,4,1,1.2,1925,Folwell,Camden
2014-04-14,114000,1896,4,1,1.2,1926,Folwell,Camden
2014-07-29,60000,1721,3,1,1.5,1907,Folwell,Camden
2014-01-29,73000,1936,2,1,1.5,1911,Folwell,Camden
2014-07-02,74900,1894,3,2,1.2,1932,Folwell,Camden
2014-06-30,143000,2372,3,2,1.5,1927,Folwell,Camden
2014-06-05,87000,2070,2,1,1.2,1939,Folwell,Camden
2014-02-20,80000,1802,3,1,1.2,1953,Folwell,Camden
2014-02-13,79900,1976,4,1,1.5,1909,Folwell,Camden
2014-06-05,91000,2102,3,1,1.2,1954,Folwell,Camden
2014-04-23,99900,1464,3,1,1.5,1916,Folwell,Camden
2014-04-18,128000,1584,3,2,1.2,1926,Folwell,Camden
2014-02-28,98000,1852,4,2,1.2,1938,Folwell,Camden
2014-12-23,92750,1426,3,2,1.2,1939,Folwell,Camden
2014-07-31,137000,2217,3,3,1.7,1912,Folwell,Camden
2014-02-21,97900,2392,4,2,2,1924,Folwell,Camden
2014-12-15,42000,1711,1,1,1.5,1910,Folwell,Camden
2014-08-08,125000,2004,3,1,1.2,1953,Folwell,Camden
2014-07-24,147900,2179,3,2,1.2,1927,Folwell,Camden
2014-05-15,63400,1800,2,1,1.2,1926,Folwell,Camden
2014-09-30,87900,2272,3,1,1.2,1932,Folwell,Camden
2014-08-25,92000,2356,3,2,1.5,1931,Folwell,Camden
2014-09-15,75000,2568,5,2,1.7,1922,Folwell,Camden
2014-02-21,100000,2100,3,1,1.2,1923,Folwell,Camden
2014-09-26,110000,1813,4,1,1.5,1912,Folwell,Camden
2014-10-28,53000,1628,3,1,1.5,1905,Folwell,Camden
2014-10-28,64500,1628,3,1,1.5,1905,Folwell,Camden
2014-11-21,159900,2016,4,3,2,1994,Folwell,Camden
2014-07-18,91500,1700,2,1,1.5,1921,Folwell,Camden
2014-08-13,85000,1536,2,1,1,1923,Folwell,Camden
2014-10-09,55000,1498,2,1,1.2,1916,Folwell,Camden
2014-07-10,78000,1248,3,1,1.5,1911,Folwell,Camden
2014-05-23,112000,1736,3,1,1.2,1948,Folwell,Camden
2014-06-27,85000,1656,2,1,1.7,1920,Folwell,Camden
2014-03-27,77500,1766,2,2,1.2,1915,Folwell,Camden
2014-03-26,100000,1685,2,1,1.7,1912,Folwell,Camden
2014-10-30,49900,1660,2,1,1,1930,Folwell,Camden
2014-04-04,103985,1904,2,1,1.2,1925,Folwell,Camden
2014-02-05,105000,1834,3,2,1.5,1948,Folwell,Camden
2014-07-11,100000,1674,2,1,1.7,1910,Folwell,Camden
2014-10-08,64000,2745,4,2,1.7,1922,Folwell,Camden
2014-07-29,185924,1626,3,1,1.2,1917,Folwell,Camden
2014-07-01,717000,2881,3,2,1.7,1903,Fulton,Southwest
2014-12-15,535500,3081,4,4,2,1946,Fulton,Southwest
2014-06-09,291000,2304,3,3,2,1926,Fulton,Southwest
2014-05-07,320000,2316,3,2,1.7,1917,Fulton,Southwest
2014-10-30,298600,2379,2,2,1.2,1923,Fulton,Southwest
2014-02-28,334900,2286,3,2,1,1924,Fulton,Southwest
2014-08-15,310760,2222,2,1,1.2,1950,Fulton,Southwest
2014-08-01,375000,2356,3,2,1.2,1950,Fulton,Southwest
2014-07-15,343876,2744,4,3,2,1953,Fulton,Southwest
2014-02-28,688500,3348,4,4,2,1924,Fulton,Southwest
2014-06-25,495000,2864,3,3,1.5,1926,Fulton,Southwest
2014-09-30,359000,2266,3,2,1.2,1922,Fulton,Southwest
2014-12-05,730087,4368,3,4,2,2014,Fulton,Southwest
2014-06-26,780000,3302,5,4,2,1924,Fulton,Southwest
2014-07-16,484000,2278,3,2,1.2,1926,Fulton,Southwest
2014-08-22,482500,2310,3,2,1.5,1931,Fulton,Southwest
2014-02-20,596000,2630,4,4,2,1938,Fulton,Southwest
2014-05-16,850000,3890,5,4,2,1928,Fulton,Southwest
2014-03-14,540000,2430,4,4,2,1945,Fulton,Southwest
2014-07-31,785000,3720,4,4,2,2011,Fulton,Southwest
2014-10-23,490000,2193,3,2,1,1951,Fulton,Southwest
2014-07-08,347000,2606,3,3,1,1952,Fulton,Southwest
2014-01-24,334900,2664,3,2,1,1953,Fulton,Southwest
2014-12-04,707000,3068,3,4,1.2,1939,Fulton,Southwest
2014-05-28,535000,2600,3,2,1.5,1927,Fulton,Southwest
2014-09-26,675000,3088,3,3,1,1956,Fulton,Southwest
2014-05-30,324500,2180,4,2,1.7,1918,Fulton,Southwest
2014-05-08,380250,3468,5,4,2,1925,Fulton,Southwest
2014-05-08,380250,3468,5,4,2,1925,Fulton,Southwest
2014-06-02,790000,4004,4,2,1.5,1937,Fulton,Southwest
2014-05-30,615000,2856,3,3,2,1967,Fulton,Southwest
2014-07-11,500000,4346,3,4,1.7,1925,Fulton,Southwest
2014-04-14,259900,1880,2,2,1,1959,Fulton,Southwest
2014-05-05,565000,3138,3,3,2,1956,Fulton,Southwest
2014-04-14,259900,1880,2,2,1,1959,Fulton,Southwest
2014-09-05,440000,2352,3,3,1.2,1926,Fulton,Southwest
2014-12-15,425000,2143,3,3,2,1923,Fulton,Southwest
2014-07-30,685000,3225,4,4,2.2,1927,Fulton,Southwest
2014-02-17,470000,2800,2,3,1,1968,Fulton,Southwest
2014-12-29,1320000,4436,5,4,2,1951,Fulton,Southwest
2014-02-17,470000,2800,2,3,1,1968,Fulton,Southwest
2014-02-28,599000,2870,4,4,1.5,1951,Fulton,Southwest
2014-09-22,316000,2427,3,3,1.7,1924,Fulton,Southwest
2014-06-27,643500,2796,3,2,2,1924,Fulton,Southwest
2014-07-30,389400,2030,3,3,1.5,1900,Fulton,Southwest
2014-06-03,692800,3120,6,4,2,1912,Fulton,Southwest
2014-12-18,450000,2160,3,2,2,1912,Fulton,Southwest
2014-08-06,352000,2472,2,2,1,1922,Fulton,Southwest
2014-06-05,595000,2738,3,3,2,1920,Fulton,Southwest
2014-12-29,780000,2710,4,4,2,1951,Fulton,Southwest
2014-04-23,486000,2312,3,3,2,1920,Fulton,Southwest
2014-06-27,330000,1962,3,1,1.2,1926,Fulton,Southwest
2014-09-11,320500,2292,4,2,1.2,1920,Fulton,Southwest
2014-05-08,481500,2895,3,4,2,1912,Fulton,Southwest
2014-12-30,687823,3328,5,4,2,1923,Fulton,Southwest
2014-05-21,372900,2094,2,2,1.5,1930,Fulton,Southwest
2014-08-29,336000,2116,3,2,1.7,1921,Fulton,Southwest
2014-10-30,267450,1996,2,2,1.2,1918,Fulton,Southwest
2014-01-31,295000,2522,3,2,1.2,1925,Fulton,Southwest
2014-05-23,360000,1776,4,2,1,1924,Fulton,Southwest
2014-06-23,729900,4446,4,4,2,1920,Fulton,Southwest
2014-06-16,330000,2438,3,2,1.5,1922,Fulton,Southwest
2014-08-18,446000,2231,3,3,1.2,1925,Fulton,Southwest
2014-09-12,390000,1987,3,1,1.2,1925,Fulton,Southwest
2014-05-23,475050,2288,3,2,1,1956,Fulton,Southwest
2014-10-28,290000,2100,3,2,1,1955,Fulton,Southwest
2014-06-26,374000,2192,2,2,1,1924,Fulton,Southwest
2014-11-10,289000,2520,3,1,2,1928,Hale,Nokomis
2014-11-14,304000,2444,3,2,1.7,1930,Hale,Nokomis
2014-09-22,236000,1880,2,1,1.2,1925,Hale,Nokomis
2014-04-10,371000,2331,3,3,1.2,1931,Hale,Nokomis
2014-12-30,281000,2244,3,1,1.2,1930,Hale,Nokomis
2014-11-20,201000,1596,3,1,1.2,1935,Hale,Nokomis
2014-08-15,217000,1392,2,2,1,1927,Hale,Nokomis
2014-02-11,289900,1985,3,2,1.2,1945,Hale,Nokomis
2014-08-18,55000,700,1,1,1,1925,Hale,Nokomis
2014-11-26,177900,1552,3,1,1.7,1917,Hale,Nokomis
2014-01-10,191000,1344,3,2,1,1927,Hale,Nokomis
2014-05-15,324900,2638,4,2,1.5,1948,Hale,Nokomis
2014-04-10,202000,1998,3,1,1.2,1940,Hale,Nokomis
2014-08-13,272000,2062,4,2,1.5,1928,Hale,Nokomis
2014-06-23,380000,2130,4,3,1.2,1929,Hale,Nokomis
2014-05-13,363900,2299,3,2,1.7,1939,Hale,Nokomis
2014-06-25,366000,2452,3,3,1.2,1936,Hale,Nokomis
2014-08-22,267700,1980,4,1,1.2,1942,Hale,Nokomis
2014-12-29,400000,2264,3,2,1.2,1929,Hale,Nokomis
2014-09-09,212900,1456,2,1,1.2,1933,Hale,Nokomis
2014-07-11,406000,2806,3,2,1.5,1932,Hale,Nokomis
2014-08-20,380000,2588,4,2,1.5,1931,Hale,Nokomis
2014-11-03,355000,3064,3,2,1.2,1937,Hale,Nokomis
2014-08-25,256000,1816,3,2,2,1925,Hale,Nokomis
2014-03-28,271000,1986,2,3,1.7,1926,Hale,Nokomis
2014-04-17,338400,2372,3,3,1.2,1949,Hale,Nokomis
2014-04-10,223500,1960,3,1,1.2,1939,Hale,Nokomis
2014-05-28,380000,2433,3,3,1.5,1929,Hale,Nokomis
2014-11-07,329000,2344,3,2,1.2,1941,Hale,Nokomis
2014-07-31,342400,2440,3,3,1.2,1929,Hale,Nokomis
2014-05-02,379900,2372,4,2,1.2,1925,Hale,Nokomis
2014-05-12,369900,1872,3,1,2,1930,Hale,Nokomis
2014-03-25,320000,2367,4,2,1.5,1934,Hale,Nokomis
2014-09-04,265000,1980,5,2,2,1926,Hale,Nokomis
2014-07-30,279900,3126,4,3,1,1948,Hale,Nokomis
2014-05-16,299900,2341,3,2,1.2,1937,Hale,Nokomis
2014-09-30,430000,3064,3,2,1.5,1941,Hale,Nokomis
2014-03-04,360000,2064,3,3,2,1927,Hale,Nokomis
2014-08-01,523000,4010,3,3,2,1900,Hale,Nokomis
2014-05-30,285000,1840,2,2,1,1952,Hale,Nokomis
2014-08-28,449900,3408,4,4,1,1952,Hale,Nokomis
2014-06-27,320000,2016,2,3,2,1924,Hale,Nokomis
2014-07-15,262500,1992,2,2,1.2,1934,Hale,Nokomis
2014-12-30,135000,1306,1,1,1,1926,Hale,Nokomis
2014-08-29,379000,2732,5,2,2,1927,Hale,Nokomis
2014-05-08,293000,2871,3,1,1.2,1946,Hale,Nokomis
2014-09-30,380000,2801,5,3,1.5,1931,Hale,Nokomis
2014-09-11,292000,1808,3,2,1.2,1940,Hale,Nokomis
2014-06-25,339000,2422,3,2,1.2,1947,Hale,Nokomis
2014-02-07,125000,2799,4,3,2,1917,Harrison,Near North
2014-02-27,110000,1920,3,2,1,1970,Harrison,Near North
2014-04-29,149900,1536,4,2,1,1978,Harrison,Near North
2014-01-13,130000,2116,2,1,1.2,1929,Harrison,Near North
2014-11-05,58400,1940,3,1,1,1964,Harrison,Near North
2014-05-30,120000,2080,4,1,1,1970,Harrison,Near North
2014-10-31,178123,1747,2,1,1.7,1916,Harrison,Near North
2014-03-06,60000,2520,3,3,2,2002,Harrison,Near North
2014-05-08,172600,2218,6,3,1.7,1900,Harrison,Near North
2014-04-17,139000,1784,3,1,1.7,1900,Harrison,Near North
2014-07-08,142500,1931,3,2,2,1900,Harrison,Near North
2014-01-24,159900,2290,3,2,1.2,1922,Harrison,Near North
